movieId,title,genres,movieId_mapped
177,Lord of Illusions (1995),Horror,151.0
178,Love & Human Remains (1993),Comedy|Drama,152.0
179,Mad Love (1995),Drama|Romance,153.0
180,Mallrats (1995),Comedy|Romance,154.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,155.0
183,Mute Witness (1994),Comedy|Horror|Thriller,156.0
184,Nadja (1994),Drama,157.0
185,"Net, The (1995)",Action|Crime|Thriller,158.0
186,Nine Months (1995),Comedy|Romance,159.0
187,Party Girl (1995),Comedy,160.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,161.0
189,Reckless (1995),Comedy|Fantasy,162.0
190,Safe (1995),Thriller,163.0
191,"Scarlet Letter, The (1995)",Drama|Romance,164.0
193,Showgirls (1995),Drama,165.0
194,Smoke (1995),Comedy|Drama,166.0
195,Something to Talk About (1995),Comedy|Drama|Romance,167.0
196,Species (1995),Horror|Sci-Fi,168.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,169.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,170.0
201,Three Wishes (1995),Drama|Fantasy,171.0
202,Total Eclipse (1995),Drama|Romance,172.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,173.0
204,Under Siege 2: Dark Territory (1995),Action,174.0
205,Unstrung Heroes (1995),Comedy|Drama,175.0
206,Unzipped (1995),Documentary,176.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,177.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,178.0
209,White Man's Burden (1995),Drama,179.0
210,Wild Bill (1995),Western,180.0
211,"Browning Version, The (1994)",Drama,181.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,182.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,183.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,184.0
215,Before Sunrise (1995),Drama|Romance,185.0
216,Billy Madison (1995),Comedy,186.0
217,"Babysitter, The (1995)",Drama|Thriller,187.0
218,Boys on the Side (1995),Comedy|Drama,188.0
219,"Cure, The (1995)",Drama,189.0
220,Castle Freak (1995),Horror,190.0
222,Circle of Friends (1995),Drama|Romance,191.0
223,Clerks (1994),Comedy,192.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,193.0
225,Disclosure (1994),Drama|Thriller,194.0
227,Drop Zone (1994),Action|Thriller,195.0
228,Destiny Turns on the Radio (1995),Comedy,196.0
229,Death and the Maiden (1994),Drama|Thriller,197.0
230,Dolores Claiborne (1995),Drama|Thriller,198.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,199.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,200.0
233,Exotica (1994),Drama,201.0
234,Exit to Eden (1994),Comedy,202.0
235,Ed Wood (1994),Comedy|Drama,203.0
236,French Kiss (1995),Action|Comedy|Romance,204.0
237,Forget Paris (1995),Comedy|Romance,205.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,206.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,207.0
240,Hideaway (1995),Thriller,208.0
241,Fluke (1995),Children|Drama,209.0
242,Farinelli: il castrato (1994),Drama|Musical,210.0
243,Gordy (1995),Children|Comedy|Fantasy,211.0
246,Hoop Dreams (1994),Documentary,212.0
247,Heavenly Creatures (1994),Crime|Drama,213.0
248,Houseguest (1994),Comedy,214.0
249,Immortal Beloved (1994),Drama|Romance,215.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,216.0
251,"Hunted, The (1995)",Action,217.0
252,I.Q. (1994),Comedy|Romance,218.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,219.0
254,Jefferson in Paris (1995),Drama,220.0
255,"Jerky Boys, The (1995)",Comedy,221.0
256,Junior (1994),Comedy|Sci-Fi,222.0
257,Just Cause (1995),Mystery|Thriller,223.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,224.0
259,Kiss of Death (1995),Crime|Drama|Thriller,225.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,226.0
261,Little Women (1994),Drama,227.0
262,"Little Princess, A (1995)",Children|Drama,228.0
263,Ladybird Ladybird (1994),Drama,229.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,230.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,231.0
267,Major Payne (1995),Comedy,232.0
269,My Crazy Life (Mi vida loca) (1993),Drama,233.0
270,Love Affair (1994),Drama|Romance,234.0
271,Losing Isaiah (1995),Drama,235.0
272,"Madness of King George, The (1994)",Comedy|Drama,236.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,237.0
274,Man of the House (1995),Comedy,238.0
275,Mixed Nuts (1994),Comedy,239.0
276,Milk Money (1994),Comedy|Romance,240.0
277,Miracle on 34th Street (1994),Drama,241.0
278,Miami Rhapsody (1995),Comedy,242.0
279,My Family (1995),Drama,243.0
280,Murder in the First (1995),Drama|Thriller,244.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,245.0
282,Nell (1994),Drama,246.0
283,New Jersey Drive (1995),Crime|Drama,247.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,248.0
285,Beyond Bedlam (1993),Drama|Horror,249.0
287,Nina Takes a Lover (1994),Comedy|Romance,250.0
288,Natural Born Killers (1994),Action|Crime|Thriller,251.0
289,Only You (1994),Comedy|Romance,252.0
290,Once Were Warriors (1994),Crime|Drama,253.0
291,Poison Ivy II (1996),Drama|Thriller,254.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,255.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,256.0
294,"Perez Family, The (1995)",Comedy|Romance,257.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,258.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,259.0
298,Pushing Hands (Tui shou) (1992),Drama,260.0
299,Priest (1994),Drama,261.0
300,Quiz Show (1994),Drama,262.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,263.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,264.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,265.0
304,Roommates (1995),Comedy|Drama,266.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,267.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,268.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,269.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,270.0
310,Rent-a-Kid (1995),Comedy,271.0
311,Relative Fear (1994),Horror|Thriller,272.0
312,Stuart Saves His Family (1995),Comedy,273.0
313,"Swan Princess, The (1994)",Animation|Children,274.0
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,275.0
315,"Specialist, The (1994)",Action|Drama|Thriller,276.0
316,Stargate (1994),Action|Adventure|Sci-Fi,277.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,278.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,279.0
319,Shallow Grave (1994),Comedy|Drama|Thriller,280.0
320,Suture (1993),Film-Noir|Thriller,281.0
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,282.0
322,Swimming with Sharks (1995),Comedy|Drama,283.0
324,"Sum of Us, The (1994)",Comedy|Drama,284.0
325,National Lampoon's Senior Trip (1995),Comedy,285.0
326,To Live (Huozhe) (1994),Drama,286.0
327,Tank Girl (1995),Action|Comedy|Sci-Fi,287.0
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,288.0
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,289.0
330,Tales from the Hood (1995),Action|Crime|Horror,290.0
331,Tom & Viv (1994),Drama,291.0
332,Village of the Damned (1995),Horror|Sci-Fi,292.0
333,Tommy Boy (1995),Comedy,293.0
334,Vanya on 42nd Street (1994),Drama,294.0
335,Underneath (1995),Mystery|Thriller,295.0
336,"Walking Dead, The (1995)",Drama|War,296.0
337,What's Eating Gilbert Grape (1993),Drama,297.0
338,Virtuosity (1995),Action|Sci-Fi|Thriller,298.0
339,While You Were Sleeping (1995),Comedy|Romance,299.0
340,"War, The (1994)",Adventure|Drama|War,300.0
341,Double Happiness (1994),Drama,301.0
342,Muriel's Wedding (1994),Comedy,302.0
343,"Baby-Sitters Club, The (1995)",Children,303.0
344,Ace Ventura: Pet Detective (1994),Comedy,304.0
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,305.0
346,Backbeat (1993),Drama|Musical,306.0
347,Bitter Moon (1992),Drama|Film-Noir|Romance,307.0
348,Bullets Over Broadway (1994),Comedy,308.0
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,309.0
350,"Client, The (1994)",Drama|Mystery|Thriller,310.0
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,311.0
352,Crooklyn (1994),Comedy|Drama,312.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,313.0
354,Cobb (1994),Drama,314.0
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,315.0
356,Forrest Gump (1994),Comedy|Drama|Romance|War,316.0
357,Four Weddings and a Funeral (1994),Comedy|Romance,317.0
358,Higher Learning (1995),Drama,318.0
359,I Like It Like That (1994),Comedy|Drama|Romance,319.0
360,I Love Trouble (1994),Action|Comedy,320.0
361,It Could Happen to You (1994),Comedy|Drama|Romance,321.0
362,"Jungle Book, The (1994)",Adventure|Children|Romance,322.0
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,323.0
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,324.0
365,Little Buddha (1993),Drama,325.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,326.0
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,327.0
368,Maverick (1994),Adventure|Comedy|Western,328.0
369,Mrs. Parker and the Vicious Circle (1994),Drama,329.0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,330.0
371,"Paper, The (1994)",Comedy|Drama,331.0
372,Reality Bites (1994),Comedy|Drama|Romance,332.0
373,Red Rock West (1992),Thriller,333.0
374,Richie Rich (1994),Children|Comedy,334.0
376,"River Wild, The (1994)",Action|Thriller,335.0
377,Speed (1994),Action|Romance|Thriller,336.0
378,Speechless (1994),Comedy|Romance,337.0
379,Timecop (1994),Action|Sci-Fi|Thriller,338.0
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,339.0
381,When a Man Loves a Woman (1994),Drama|Romance,340.0
382,Wolf (1994),Drama|Horror|Romance|Thriller,341.0
383,Wyatt Earp (1994),Western,342.0
384,Bad Company (1995),Action|Crime|Drama,343.0
385,"Man of No Importance, A (1994)",Drama,344.0
386,S.F.W. (1994),Drama,345.0
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,346.0
388,Boys Life (1995),Drama,347.0
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,348.0
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,349.0
391,Jason's Lyric (1994),Crime|Drama,350.0
393,Street Fighter (1994),Action|Adventure|Fantasy,351.0
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,352.0
406,Federal Hill (1994),Drama,353.0
407,In the Mouth of Madness (1995),Horror|Thriller,354.0
408,8 Seconds (1994),Drama,355.0
409,Above the Rim (1994),Crime|Drama,356.0
410,Addams Family Values (1993),Children|Comedy|Fantasy,357.0
412,"Age of Innocence, The (1993)",Drama,358.0
413,Airheads (1994),Comedy,359.0
414,"Air Up There, The (1994)",Comedy,360.0
415,Another Stakeout (1993),Comedy|Thriller,361.0
416,Bad Girls (1994),Western,362.0
417,Barcelona (1994),Comedy|Romance,363.0
418,Being Human (1993),Drama,364.0
419,"Beverly Hillbillies, The (1993)",Comedy,365.0
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,366.0
421,Black Beauty (1994),Adventure|Children|Drama,367.0
422,Blink (1994),Thriller,368.0
423,Blown Away (1994),Action|Thriller,369.0
424,Blue Chips (1994),Drama,370.0
425,Blue Sky (1994),Drama|Romance,371.0
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,372.0
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,373.0
428,"Bronx Tale, A (1993)",Drama,374.0
429,Cabin Boy (1994),Comedy,375.0
430,Calendar Girl (1993),Comedy|Drama,376.0
431,Carlito's Way (1993),Crime|Drama,377.0
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,378.0
433,Clean Slate (1994),Comedy,379.0
434,Cliffhanger (1993),Action|Adventure|Thriller,380.0
435,Coneheads (1993),Comedy|Sci-Fi,381.0
436,Color of Night (1994),Drama|Thriller,382.0
437,Cops and Robbersons (1994),Comedy,383.0
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,384.0
440,Dave (1993),Comedy|Romance,385.0
441,Dazed and Confused (1993),Comedy,386.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,387.0
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,388.0
445,Fatal Instinct (1993),Comedy,389.0
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,390.0
448,Fearless (1993),Drama,391.0
449,Fear of a Black Hat (1994),Comedy,392.0
450,With Honors (1994),Comedy|Drama,393.0
451,Flesh and Bone (1993),Drama|Mystery|Romance,394.0
452,Widows' Peak (1994),Drama,395.0
453,For Love or Money (1993),Comedy|Romance,396.0
454,"Firm, The (1993)",Drama|Thriller,397.0
455,Free Willy (1993),Adventure|Children|Drama,398.0
456,Fresh (1994),Crime|Drama|Thriller,399.0
457,"Fugitive, The (1993)",Thriller,400.0
458,Geronimo: An American Legend (1993),Drama|Western,401.0
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,402.0
460,Getting Even with Dad (1994),Comedy,403.0
461,Go Fish (1994),Drama|Romance,404.0
464,Hard Target (1993),Action|Adventure|Crime|Thriller,405.0
466,Hot Shots! Part Deux (1993),Action|Comedy|War,406.0
467,Live Nude Girls (1995),Comedy,407.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,408.0
469,"House of the Spirits, The (1993)",Drama|Romance,409.0
470,House Party 3 (1994),Comedy,410.0
471,"Hudsucker Proxy, The (1994)",Comedy,411.0
472,I'll Do Anything (1994),Comedy|Drama,412.0
473,In the Army Now (1994),Comedy|War,413.0
474,In the Line of Fire (1993),Action|Thriller,414.0
475,In the Name of the Father (1993),Drama,415.0
476,"Inkwell, The (1994)",Comedy|Drama,416.0
477,What's Love Got to Do with It? (1993),Drama|Musical,417.0
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,418.0
479,Judgment Night (1993),Action|Crime|Thriller,419.0
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,420.0
481,Kalifornia (1993),Drama|Thriller,421.0
482,Killing Zoe (1994),Crime|Drama|Thriller,422.0
484,Lassie (1994),Adventure|Children,423.0
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,424.0
486,Life with Mikey (1993),Comedy,425.0
487,Lightning Jack (1994),Comedy|Western,426.0
488,M. Butterfly (1993),Drama|Romance,427.0
489,Made in America (1993),Comedy,428.0
490,Malice (1993),Thriller,429.0
491,"Man Without a Face, The (1993)",Drama,430.0
492,Manhattan Murder Mystery (1993),Comedy|Mystery,431.0
493,Menace II Society (1993),Action|Crime|Drama,432.0
494,Executive Decision (1996),Action|Adventure|Thriller,433.0
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,434.0
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,435.0
497,Much Ado About Nothing (1993),Comedy|Romance,436.0
499,Mr. Wonderful (1993),Comedy|Romance,437.0
500,Mrs. Doubtfire (1993),Comedy|Drama,438.0
501,Naked (1993),Drama,439.0
502,"Next Karate Kid, The (1994)",Action|Children|Romance,440.0
504,No Escape (1994),Action|Drama|Sci-Fi,441.0
505,North (1994),Comedy,442.0
506,Orlando (1992),Drama|Fantasy|Romance,443.0
507,"Perfect World, A (1993)",Crime|Drama|Thriller,444.0
508,Philadelphia (1993),Drama,445.0
509,"Piano, The (1993)",Drama|Romance,446.0
510,Poetic Justice (1993),Drama,447.0
511,"Program, The (1993)",Action|Drama,448.0
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,449.0
513,Radioland Murders (1994),Comedy|Mystery|Romance,450.0
514,"Ref, The (1994)",Comedy,451.0
515,"Remains of the Day, The (1993)",Drama|Romance,452.0
516,Renaissance Man (1994),Comedy|Drama,453.0
517,Rising Sun (1993),Action|Drama|Mystery,454.0
518,"Road to Wellville, The (1994)",Comedy,455.0
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,456.0
520,Robin Hood: Men in Tights (1993),Comedy,457.0
521,Romeo Is Bleeding (1993),Crime|Thriller,458.0
522,Romper Stomper (1992),Action|Drama,459.0
523,Ruby in Paradise (1993),Drama,460.0
524,Rudy (1993),Drama,461.0
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,462.0
527,Schindler's List (1993),Drama|War,463.0
528,"Scout, The (1994)",Comedy|Drama,464.0
529,Searching for Bobby Fischer (1993),Drama,465.0
531,"Secret Garden, The (1993)",Children|Drama,466.0
532,Serial Mom (1994),Comedy|Crime|Horror,467.0
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,468.0
534,Shadowlands (1993),Drama|Romance,469.0
535,Short Cuts (1993),Drama,470.0
536,"Simple Twist of Fate, A (1994)",Drama,471.0
537,Sirens (1994),Drama,472.0
538,Six Degrees of Separation (1993),Drama,473.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,474.0
540,Sliver (1993),Thriller,475.0
541,Blade Runner (1982),Action|Sci-Fi|Thriller,476.0
542,Son in Law (1993),Comedy|Drama|Romance,477.0
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,478.0
544,Striking Distance (1993),Action|Crime,479.0
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,480.0
547,Surviving the Game (1994),Action|Adventure|Thriller,481.0
548,Terminal Velocity (1994),Action|Mystery|Thriller,482.0
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,483.0
550,Threesome (1994),Comedy|Romance,484.0
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,485.0
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,486.0
553,Tombstone (1993),Action|Drama|Western,487.0
555,True Romance (1993),Crime|Thriller,488.0
556,"War Room, The (1993)",Documentary,489.0
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,490.0
562,Welcome to the Dollhouse (1995),Comedy|Drama,491.0
563,Germinal (1993),Drama|Romance,492.0
564,Chasers (1994),Comedy,493.0
567,Kika (1993),Comedy|Drama,494.0
